地域区分ID, 地域区分名, 登録日, 修正日
id, name, create_on, modify_on
4323,宮城県柴田郡柴田町,2016-02-13 10:00:00,2016-02-13 10:00:00
4324,宮城県柴田郡川崎町,2016-02-13 10:00:00,2016-02-13 10:00:00
4340,宮城県伊具郡,2016-02-13 10:00:00,2016-02-13 10:00:00
4341,宮城県伊具郡丸森町,2016-02-13 10:00:00,2016-02-13 10:00:00
4360,宮城県亘理郡,2016-02-13 10:00:00,2016-02-13 10:00:00
4361,宮城県亘理郡亘理町,2016-02-13 10:00:00,2016-02-13 10:00:00
4362,宮城県亘理郡山元町,2016-02-13 10:00:00,2016-02-13 10:00:00
4400,宮城県宮城郡,2016-02-13 10:00:00,2016-02-13 10:00:00
4401,宮城県宮城郡松島町,2016-02-13 10:00:00,2016-02-13 10:00:00
4404,宮城県宮城郡七ヶ浜町,2016-02-13 10:00:00,2016-02-13 10:00:00
4406,宮城県宮城郡利府町,2016-02-13 10:00:00,2016-02-13 10:00:00
4420,宮城県黒川郡,2016-02-13 10:00:00,2016-02-13 10:00:00
4421,宮城県黒川郡大和町,2016-02-13 10:00:00,2016-02-13 10:00:00
4422,宮城県黒川郡大郷町,2016-02-13 10:00:00,2016-02-13 10:00:00
4423,宮城県黒川郡富谷町,2016-02-13 10:00:00,2016-02-13 10:00:00
4424,宮城県黒川郡大衡村,2016-02-13 10:00:00,2016-02-13 10:00:00
4440,宮城県加美郡,2016-02-13 10:00:00,2016-02-13 10:00:00
4444,宮城県加美郡色麻町,2016-02-13 10:00:00,2016-02-13 10:00:00
4445,宮城県加美郡加美町,2016-02-13 10:00:00,2016-02-13 10:00:00
4500,宮城県遠田郡,2016-02-13 10:00:00,2016-02-13 10:00:00
4501,宮城県遠田郡涌谷町,2016-02-13 10:00:00,2016-02-13 10:00:00
4505,宮城県遠田郡美里町,2016-02-13 10:00:00,2016-02-13 10:00:00
4580,宮城県牡鹿郡,2016-02-13 10:00:00,2016-02-13 10:00:00
4581,宮城県牡鹿郡女川町,2016-02-13 10:00:00,2016-02-13 10:00:00
4600,宮城県本吉郡,2016-02-13 10:00:00,2016-02-13 10:00:00
4606,宮城県本吉郡南三陸町,2016-02-13 10:00:00,2016-02-13 10:00:00
5000,秋田県,2016-02-13 10:00:00,2016-02-13 10:00:00
5201,秋田県秋田市,2016-02-13 10:00:00,2016-02-13 10:00:00
5202,秋田県能代市,2016-02-13 10:00:00,2016-02-13 10:00:00
5203,秋田県横手市,2016-02-13 10:00:00,2016-02-13 10:00:00
5204,秋田県大館市,2016-02-13 10:00:00,2016-02-13 10:00:00
5206,秋田県男鹿市,2016-02-13 10:00:00,2016-02-13 10:00:00
5207,秋田県湯沢市,2016-02-13 10:00:00,2016-02-13 10:00:00
5209,秋田県鹿角市,2016-02-13 10:00:00,2016-02-13 10:00:00
5210,秋田県由利本荘市,2016-02-13 10:00:00,2016-02-13 10:00:00
5211,秋田県潟上市,2016-02-13 10:00:00,2016-02-13 10:00:00
5212,秋田県大仙市,2016-02-13 10:00:00,2016-02-13 10:00:00
5213,秋田県北秋田市,2016-02-13 10:00:00,2016-02-13 10:00:00
5214,秋田県にかほ市,2016-02-13 10:00:00,2016-02-13 10:00:00
5215,秋田県仙北市,2016-02-13 10:00:00,2016-02-13 10:00:00
5300,秋田県鹿角郡,2016-02-13 10:00:00,2016-02-13 10:00:00
5303,秋田県鹿角郡小坂町,2016-02-13 10:00:00,2016-02-13 10:00:00
5320,秋田県北秋田郡,2016-02-13 10:00:00,2016-02-13 10:00:00
5327,秋田県北秋田郡上小阿仁村,2016-02-13 10:00:00,2016-02-13 10:00:00
5340,秋田県山本郡,2016-02-13 10:00:00,2016-02-13 10:00:00
5346,秋田県山本郡藤里町,2016-02-13 10:00:00,2016-02-13 10:00:00
5348,秋田県山本郡三種町,2016-02-13 10:00:00,2016-02-13 10:00:00
5349,秋田県山本郡八峰町,2016-02-13 10:00:00,2016-02-13 10:00:00
5360,秋田県南秋田郡,2016-02-13 10:00:00,2016-02-13 10:00:00
5361,秋田県南秋田郡五城目町,2016-02-13 10:00:00,2016-02-13 10:00:00
5363,秋田県南秋田郡八郎潟町,2016-02-13 10:00:00,2016-02-13 10:00:00
5366,秋田県南秋田郡井川町,2016-02-13 10:00:00,2016-02-13 10:00:00
5368,秋田県南秋田郡大潟村,2016-02-13 10:00:00,2016-02-13 10:00:00
5420,秋田県仙北郡,2016-02-13 10:00:00,2016-02-13 10:00:00
5434,秋田県仙北郡美郷町,2016-02-13 10:00:00,2016-02-13 10:00:00
5460,秋田県雄勝郡,2016-02-13 10:00:00,2016-02-13 10:00:00
5463,秋田県雄勝郡羽後町,2016-02-13 10:00:00,2016-02-13 10:00:00
5464,秋田県雄勝郡東成瀬村,2016-02-13 10:00:00,2016-02-13 10:00:00
6000,山形県,2016-02-13 10:00:00,2016-02-13 10:00:00
6201,山形県山形市,2016-02-13 10:00:00,2016-02-13 10:00:00
6202,山形県米沢市,2016-02-13 10:00:00,2016-02-13 10:00:00
6203,山形県鶴岡市,2016-02-13 10:00:00,2016-02-13 10:00:00
6204,山形県酒田市,2016-02-13 10:00:00,2016-02-13 10:00:00
6205,山形県新庄市,2016-02-13 10:00:00,2016-02-13 10:00:00
6206,山形県寒河江市,2016-02-13 10:00:00,2016-02-13 10:00:00
6207,山形県上山市,2016-02-13 10:00:00,2016-02-13 10:00:00
6208,山形県村山市,2016-02-13 10:00:00,2016-02-13 10:00:00
6209,山形県長井市,2016-02-13 10:00:00,2016-02-13 10:00:00
6210,山形県天童市,2016-02-13 10:00:00,2016-02-13 10:00:00
6211,山形県東根市,2016-02-13 10:00:00,2016-02-13 10:00:00
6212,山形県尾花沢市,2016-02-13 10:00:00,2016-02-13 10:00:00
6213,山形県南陽市,2016-02-13 10:00:00,2016-02-13 10:00:00
6300,山形県東村山郡,2016-02-13 10:00:00,2016-02-13 10:00:00
6301,山形県東村山郡山辺町,2016-02-13 10:00:00,2016-02-13 10:00:00
6302,山形県東村山郡中山町,2016-02-13 10:00:00,2016-02-13 10:00:00
6320,山形県西村山郡,2016-02-13 10:00:00,2016-02-13 10:00:00
6321,山形県西村山郡河北町,2016-02-13 10:00:00,2016-02-13 10:00:00
6322,山形県西村山郡西川町,2016-02-13 10:00:00,2016-02-13 10:00:00
6323,山形県西村山郡朝日町,2016-02-13 10:00:00,2016-02-13 10:00:00
6324,山形県西村山郡大江町,2016-02-13 10:00:00,2016-02-13 10:00:00
6340,山形県北村山郡,2016-02-13 10:00:00,2016-02-13 10:00:00
6341,山形県北村山郡大石田町,2016-02-13 10:00:00,2016-02-13 10:00:00
6360,山形県最上郡,2016-02-13 10:00:00,2016-02-13 10:00:00
6361,山形県最上郡金山町,2016-02-13 10:00:00,2016-02-13 10:00:00
6362,山形県最上郡最上町,2016-02-13 10:00:00,2016-02-13 10:00:00
6363,山形県最上郡舟形町,2016-02-13 10:00:00,2016-02-13 10:00:00
6364,山形県最上郡真室川町,2016-02-13 10:00:00,2016-02-13 10:00:00
6365,山形県最上郡大蔵村,2016-02-13 10:00:00,2016-02-13 10:00:00
6366,山形県最上郡鮭川村,2016-02-13 10:00:00,2016-02-13 10:00:00
6367,山形県最上郡戸沢村,2016-02-13 10:00:00,2016-02-13 10:00:00
6380,山形県東置賜郡,2016-02-13 10:00:00,2016-02-13 10:00:00
6381,山形県東置賜郡高畠町,2016-02-13 10:00:00,2016-02-13 10:00:00
6382,山形県東置賜郡川西町,2016-02-13 10:00:00,2016-02-13 10:00:00
6400,山形県西置賜郡,2016-02-13 10:00:00,2016-02-13 10:00:00
6401,山形県西置賜郡小国町,2016-02-13 10:00:00,2016-02-13 10:00:00
6402,山形県西置賜郡白鷹町,2016-02-13 10:00:00,2016-02-13 10:00:00
6403,山形県西置賜郡飯豊町,2016-02-13 10:00:00,2016-02-13 10:00:00
6420,山形県東田川郡,2016-02-13 10:00:00,2016-02-13 10:00:00
6426,山形県東田川郡三川町,2016-02-13 10:00:00,2016-02-13 10:00:00
6428,山形県東田川郡庄内町,2016-02-13 10:00:00,2016-02-13 10:00:00
6460,山形県飽海郡,2016-02-13 10:00:00,2016-02-13 10:00:00
6461,山形県飽海郡遊佐町,2016-02-13 10:00:00,2016-02-13 10:00:00
7000,福島県,2016-02-13 10:00:00,2016-02-13 10:00:00
7201,福島県福島市,2016-02-13 10:00:00,2016-02-13 10:00:00
7202,福島県会津若松市,2016-02-13 10:00:00,2016-02-13 10:00:00
7203,福島県郡山市,2016-02-13 10:00:00,2016-02-13 10:00:00
7204,福島県いわき市,2016-02-13 10:00:00,2016-02-13 10:00:00
7205,福島県白河市,2016-02-13 10:00:00,2016-02-13 10:00:00
7207,福島県須賀川市,2016-02-13 10:00:00,2016-02-13 10:00:00
7208,福島県喜多方市,2016-02-13 10:00:00,2016-02-13 10:00:00
7209,福島県相馬市,2016-02-13 10:00:00,2016-02-13 10:00:00
7210,福島県二本松市,2016-02-13 10:00:00,2016-02-13 10:00:00
7211,福島県田村市,2016-02-13 10:00:00,2016-02-13 10:00:00
7212,福島県南相馬市,2016-02-13 10:00:00,2016-02-13 10:00:00
7213,福島県伊達市,2016-02-13 10:00:00,2016-02-13 10:00:00
7214,福島県本宮市,2016-02-13 10:00:00,2016-02-13 10:00:00
7300,福島県伊達郡,2016-02-13 10:00:00,2016-02-13 10:00:00
7301,福島県伊達郡桑折町,2016-02-13 10:00:00,2016-02-13 10:00:00
7303,福島県伊達郡国見町,2016-02-13 10:00:00,2016-02-13 10:00:00
7308,福島県伊達郡川俣町,2016-02-13 10:00:00,2016-02-13 10:00:00
7320,福島県安達郡,2016-02-13 10:00:00,2016-02-13 10:00:00
7322,福島県安達郡大玉村,2016-02-13 10:00:00,2016-02-13 10:00:00
7340,福島県岩瀬郡,2016-02-13 10:00:00,2016-02-13 10:00:00
7342,福島県岩瀬郡鏡石町,2016-02-13 10:00:00,2016-02-13 10:00:00
7344,福島県岩瀬郡天栄村,2016-02-13 10:00:00,2016-02-13 10:00:00
7360,福島県南会津郡,2016-02-13 10:00:00,2016-02-13 10:00:00
7362,福島県南会津郡下郷町,2016-02-13 10:00:00,2016-02-13 10:00:00
7364,福島県南会津郡檜枝岐村,2016-02-13 10:00:00,2016-02-13 10:00:00
7367,福島県南会津郡只見町,2016-02-13 10:00:00,2016-02-13 10:00:00
7368,福島県南会津郡南会津町,2016-02-13 10:00:00,2016-02-13 10:00:00
7400,福島県耶麻郡,2016-02-13 10:00:00,2016-02-13 10:00:00
7402,福島県耶麻郡北塩原村,2016-02-13 10:00:00,2016-02-13 10:00:00
7405,福島県耶麻郡西会津町,2016-02-13 10:00:00,2016-02-13 10:00:00
7407,福島県耶麻郡磐梯町,2016-02-13 10:00:00,2016-02-13 10:00:00
7408,福島県耶麻郡猪苗代町,2016-02-13 10:00:00,2016-02-13 10:00:00
7420,福島県河沼郡,2016-02-13 10:00:00,2016-02-13 10:00:00
7421,福島県河沼郡会津坂下町,2016-02-13 10:00:00,2016-02-13 10:00:00
7422,福島県河沼郡湯川村,2016-02-13 10:00:00,2016-02-13 10:00:00
7423,福島県河沼郡柳津町,2016-02-13 10:00:00,2016-02-13 10:00:00
7440,福島県大沼郡,2016-02-13 10:00:00,2016-02-13 10:00:00
7444,福島県大沼郡三島町,2016-02-13 10:00:00,2016-02-13 10:00:00
7445,福島県大沼郡金山町,2016-02-13 10:00:00,2016-02-13 10:00:00
7446,福島県大沼郡昭和村,2016-02-13 10:00:00,2016-02-13 10:00:00
7447,福島県大沼郡会津美里町,2016-02-13 10:00:00,2016-02-13 10:00:00
7460,福島県西白河郡,2016-02-13 10:00:00,2016-02-13 10:00:00
7461,福島県西白河郡西郷村,2016-02-13 10:00:00,2016-02-13 10:00:00
7464,福島県西白河郡泉崎村,2016-02-13 10:00:00,2016-02-13 10:00:00
7465,福島県西白河郡中島村,2016-02-13 10:00:00,2016-02-13 10:00:00
7466,福島県西白河郡矢吹町,2016-02-13 10:00:00,2016-02-13 10:00:00
7480,福島県東白川郡,2016-02-13 10:00:00,2016-02-13 10:00:00
7481,福島県東白川郡棚倉町,2016-02-13 10:00:00,2016-02-13 10:00:00
7482,福島県東白川郡矢祭町,2016-02-13 10:00:00,2016-02-13 10:00:00
7483,福島県東白川郡塙町,2016-02-13 10:00:00,2016-02-13 10:00:00
7484,福島県東白川郡鮫川村,2016-02-13 10:00:00,2016-02-13 10:00:00
7500,福島県石川郡,2016-02-13 10:00:00,2016-02-13 10:00:00
7501,福島県石川郡石川町,2016-02-13 10:00:00,2016-02-13 10:00:00
7502,福島県石川郡玉川村,2016-02-13 10:00:00,2016-02-13 10:00:00
7503,福島県石川郡平田村,2016-02-13 10:00:00,2016-02-13 10:00:00
7504,福島県石川郡浅川町,2016-02-13 10:00:00,2016-02-13 10:00:00
7505,福島県石川郡古殿町,2016-02-13 10:00:00,2016-02-13 10:00:00
7520,福島県田村郡,2016-02-13 10:00:00,2016-02-13 10:00:00
7521,福島県田村郡三春町,2016-02-13 10:00:00,2016-02-13 10:00:00
7522,福島県田村郡小野町,2016-02-13 10:00:00,2016-02-13 10:00:00
7540,福島県双葉郡,2016-02-13 10:00:00,2016-02-13 10:00:00
7541,福島県双葉郡広野町,2016-02-13 10:00:00,2016-02-13 10:00:00
7542,福島県双葉郡楢葉町,2016-02-13 10:00:00,2016-02-13 10:00:00
7543,福島県双葉郡富岡町,2016-02-13 10:00:00,2016-02-13 10:00:00
7544,福島県双葉郡川内村,2016-02-13 10:00:00,2016-02-13 10:00:00
7545,福島県双葉郡大熊町,2016-02-13 10:00:00,2016-02-13 10:00:00
7546,福島県双葉郡双葉町,2016-02-13 10:00:00,2016-02-13 10:00:00
7547,福島県双葉郡浪江町,2016-02-13 10:00:00,2016-02-13 10:00:00
7548,福島県双葉郡葛尾村,2016-02-13 10:00:00,2016-02-13 10:00:00
7560,福島県相馬郡,2016-02-13 10:00:00,2016-02-13 10:00:00
7561,福島県相馬郡新地町,2016-02-13 10:00:00,2016-02-13 10:00:00
7564,福島県相馬郡飯舘村,2016-02-13 10:00:00,2016-02-13 10:00:00
8000,茨城県,2016-02-13 10:00:00,2016-02-13 10:00:00
8201,茨城県水戸市,2016-02-13 10:00:00,2016-02-13 10:00:00
8202,茨城県日立市,2016-02-13 10:00:00,2016-02-13 10:00:00
8203,茨城県土浦市,2016-02-13 10:00:00,2016-02-13 10:00:00
8204,茨城県古河市,2016-02-13 10:00:00,2016-02-13 10:00:00
8205,茨城県石岡市,2016-02-13 10:00:00,2016-02-13 10:00:00
8207,茨城県結城市,2016-02-13 10:00:00,2016-02-13 10:00:00
8208,茨城県龍ケ崎市,2016-02-13 10:00:00,2016-02-13 10:00:00
8210,茨城県下妻市,2016-02-13 10:00:00,2016-02-13 10:00:00
8211,茨城県常総市,2016-02-13 10:00:00,2016-02-13 10:00:00
8212,茨城県常陸太田市,2016-02-13 10:00:00,2016-02-13 10:00:00
8214,茨城県高萩市,2016-02-13 10:00:00,2016-02-13 10:00:00
8215,茨城県北茨城市,2016-02-13 10:00:00,2016-02-13 10:00:00
8216,茨城県笠間市,2016-02-13 10:00:00,2016-02-13 10:00:00
8217,茨城県取手市,2016-02-13 10:00:00,2016-02-13 10:00:00
8219,茨城県牛久市,2016-02-13 10:00:00,2016-02-13 10:00:00
8220,茨城県つくば市,2016-02-13 10:00:00,2016-02-13 10:00:00
8221,茨城県ひたちなか市,2016-02-13 10:00:00,2016-02-13 10:00:00
8222,茨城県鹿嶋市,2016-02-13 10:00:00,2016-02-13 10:00:00
8223,茨城県潮来市,2016-02-13 10:00:00,2016-02-13 10:00:00
8224,茨城県守谷市,2016-02-13 10:00:00,2016-02-13 10:00:00
8225,茨城県常陸大宮市,2016-02-13 10:00:00,2016-02-13 10:00:00
8226,茨城県那珂市,2016-02-13 10:00:00,2016-02-13 10:00:00
8227,茨城県筑西市,2016-02-13 10:00:00,2016-02-13 10:00:00
8228,茨城県坂東市,2016-02-13 10:00:00,2016-02-13 10:00:00
8229,茨城県稲敷市,2016-02-13 10:00:00,2016-02-13 10:00:00
8230,茨城県かすみがうら市,2016-02-13 10:00:00,2016-02-13 10:00:00
8231,茨城県桜川市,2016-02-13 10:00:00,2016-02-13 10:00:00
8232,茨城県神栖市,2016-02-13 10:00:00,2016-02-13 10:00:00
8233,茨城県行方市,2016-02-13 10:00:00,2016-02-13 10:00:00
8234,茨城県鉾田市,2016-02-13 10:00:00,2016-02-13 10:00:00
8235,茨城県つくばみらい市,2016-02-13 10:00:00,2016-02-13 10:00:00
8236,茨城県小美玉市,2016-02-13 10:00:00,2016-02-13 10:00:00
8300,茨城県東茨城郡,2016-02-13 10:00:00,2016-02-13 10:00:00
8302,茨城県東茨城郡茨城町,2016-02-13 10:00:00,2016-02-13 10:00:00
8309,茨城県東茨城郡大洗町,2016-02-13 10:00:00,2016-02-13 10:00:00
8310,茨城県東茨城郡城里町,2016-02-13 10:00:00,2016-02-13 10:00:00
8340,茨城県那珂郡,2016-02-13 10:00:00,2016-02-13 10:00:00
8341,茨城県那珂郡東海村,2016-02-13 10:00:00,2016-02-13 10:00:00
8360,茨城県久慈郡,2016-02-13 10:00:00,2016-02-13 10:00:00
8364,茨城県久慈郡大子町,2016-02-13 10:00:00,2016-02-13 10:00:00
8440,茨城県稲敷郡,2016-02-13 10:00:00,2016-02-13 10:00:00
8442,茨城県稲敷郡美浦村,2016-02-13 10:00:00,2016-02-13 10:00:00
8443,茨城県稲敷郡阿見町,2016-02-13 10:00:00,2016-02-13 10:00:00
8447,茨城県稲敷郡河内町,2016-02-13 10:00:00,2016-02-13 10:00:00
8520,茨城県結城郡,2016-02-13 10:00:00,2016-02-13 10:00:00
8521,茨城県結城郡八千代町,2016-02-13 10:00:00,2016-02-13 10:00:00
8540,茨城県猿島郡,2016-02-13 10:00:00,2016-02-13 10:00:00
8542,茨城県猿島郡五霞町,2016-02-13 10:00:00,2016-02-13 10:00:00
8546,茨城県猿島郡境町,2016-02-13 10:00:00,2016-02-13 10:00:00
8560,茨城県北相馬郡,2016-02-13 10:00:00,2016-02-13 10:00:00
8564,茨城県北相馬郡利根町,2016-02-13 10:00:00,2016-02-13 10:00:00
9000,栃木県,2016-02-13 10:00:00,2016-02-13 10:00:00
9201,栃木県宇都宮市,2016-02-13 10:00:00,2016-02-13 10:00:00
9202,栃木県足利市,2016-02-13 10:00:00,2016-02-13 10:00:00
9203,栃木県栃木市,2016-02-13 10:00:00,2016-02-13 10:00:00
9204,栃木県佐野市,2016-02-13 10:00:00,2016-02-13 10:00:00
9205,栃木県鹿沼市,2016-02-13 10:00:00,2016-02-13 10:00:00
9206,栃木県日光市,2016-02-13 10:00:00,2016-02-13 10:00:00
9208,栃木県小山市,2016-02-13 10:00:00,2016-02-13 10:00:00
9209,栃木県真岡市,2016-02-13 10:00:00,2016-02-13 10:00:00
9210,栃木県大田原市,2016-02-13 10:00:00,2016-02-13 10:00:00
9211,栃木県矢板市,2016-02-13 10:00:00,2016-02-13 10:00:00
9213,栃木県那須塩原市,2016-02-13 10:00:00,2016-02-13 10:00:00
9214,栃木県さくら市,2016-02-13 10:00:00,2016-02-13 10:00:00
9215,栃木県那須烏山市,2016-02-13 10:00:00,2016-02-13 10:00:00
9216,栃木県下野市,2016-02-13 10:00:00,2016-02-13 10:00:00
9300,栃木県河内郡,2016-02-13 10:00:00,2016-02-13 10:00:00
9301,栃木県河内郡上三川町,2016-02-13 10:00:00,2016-02-13 10:00:00
9340,栃木県芳賀郡,2016-02-13 10:00:00,2016-02-13 10:00:00
9342,栃木県芳賀郡益子町,2016-02-13 10:00:00,2016-02-13 10:00:00
9343,栃木県芳賀郡茂木町,2016-02-13 10:00:00,2016-02-13 10:00:00
9344,栃木県芳賀郡市貝町,2016-02-13 10:00:00,2016-02-13 10:00:00
9345,栃木県芳賀郡芳賀町,2016-02-13 10:00:00,2016-02-13 10:00:00
9360,栃木県下都賀郡,2016-02-13 10:00:00,2016-02-13 10:00:00
9361,栃木県下都賀郡壬生町,2016-02-13 10:00:00,2016-02-13 10:00:00
9364,栃木県下都賀郡野木町,2016-02-13 10:00:00,2016-02-13 10:00:00
9367,栃木県下都賀郡岩舟町,2016-02-13 10:00:00,2016-02-13 10:00:00
9380,栃木県塩谷郡,2016-02-13 10:00:00,2016-02-13 10:00:00
9384,栃木県塩谷郡塩谷町,2016-02-13 10:00:00,2016-02-13 10:00:00
9386,栃木県塩谷郡高根沢町,2016-02-13 10:00:00,2016-02-13 10:00:00
9400,栃木県那須郡,2016-02-13 10:00:00,2016-02-13 10:00:00
9407,栃木県那須郡那須町,2016-02-13 10:00:00,2016-02-13 10:00:00
9411,栃木県那須郡那珂川町,2016-02-13 10:00:00,2016-02-13 10:00:00
10000,群馬県,2016-02-13 10:00:00,2016-02-13 10:00:00
10201,群馬県前橋市,2016-02-13 10:00:00,2016-02-13 10:00:00
10202,群馬県高崎市,2016-02-13 10:00:00,2016-02-13 10:00:00
10203,群馬県桐生市,2016-02-13 10:00:00,2016-02-13 10:00:00
10204,群馬県伊勢崎市,2016-02-13 10:00:00,2016-02-13 10:00:00
10205,群馬県太田市,2016-02-13 10:00:00,2016-02-13 10:00:00
10206,群馬県沼田市,2016-02-13 10:00:00,2016-02-13 10:00:00
10207,群馬県館林市,2016-02-13 10:00:00,2016-02-13 10:00:00
10208,群馬県渋川市,2016-02-13 10:00:00,2016-02-13 10:00:00
10209,群馬県藤岡市,2016-02-13 10:00:00,2016-02-13 10:00:00
10210,群馬県富岡市,2016-02-13 10:00:00,2016-02-13 10:00:00
10211,群馬県安中市,2016-02-13 10:00:00,2016-02-13 10:00:00
10212,群馬県みどり市,2016-02-13 10:00:00,2016-02-13 10:00:00
10340,群馬県北群馬郡,2016-02-13 10:00:00,2016-02-13 10:00:00
10344,群馬県北群馬郡榛東村,2016-02-13 10:00:00,2016-02-13 10:00:00
10345,群馬県北群馬郡吉岡町,2016-02-13 10:00:00,2016-02-13 10:00:00
10360,群馬県多野郡,2016-02-13 10:00:00,2016-02-13 10:00:00
10366,群馬県多野郡上野村,2016-02-13 10:00:00,2016-02-13 10:00:00
10367,群馬県多野郡神流町,2016-02-13 10:00:00,2016-02-13 10:00:00
10380,群馬県甘楽郡,2016-02-13 10:00:00,2016-02-13 10:00:00
10382,群馬県甘楽郡下仁田町,2016-02-13 10:00:00,2016-02-13 10:00:00
10383,群馬県甘楽郡南牧村,2016-02-13 10:00:00,2016-02-13 10:00:00
10384,群馬県甘楽郡甘楽町,2016-02-13 10:00:00,2016-02-13 10:00:00
10420,群馬県吾妻郡,2016-02-13 10:00:00,2016-02-13 10:00:00
10421,群馬県吾妻郡中之条町,2016-02-13 10:00:00,2016-02-13 10:00:00
10424,群馬県吾妻郡長野原町,2016-02-13 10:00:00,2016-02-13 10:00:00
10425,群馬県吾妻郡嬬恋村,2016-02-13 10:00:00,2016-02-13 10:00:00
10426,群馬県吾妻郡草津町,2016-02-13 10:00:00,2016-02-13 10:00:00
10428,群馬県吾妻郡高山村,2016-02-13 10:00:00,2016-02-13 10:00:00
10429,群馬県吾妻郡東吾妻町,2016-02-13 10:00:00,2016-02-13 10:00:00
10440,群馬県利根郡,2016-02-13 10:00:00,2016-02-13 10:00:00
10443,群馬県利根郡片品村,2016-02-13 10:00:00,2016-02-13 10:00:00
10444,群馬県利根郡川場村,2016-02-13 10:00:00,2016-02-13 10:00:00
10448,群馬県利根郡昭和村,2016-02-13 10:00:00,2016-02-13 10:00:00
10449,群馬県利根郡みなかみ町,2016-02-13 10:00:00,2016-02-13 10:00:00
10460,群馬県佐波郡,2016-02-13 10:00:00,2016-02-13 10:00:00
10464,群馬県佐波郡玉村町,2016-02-13 10:00:00,2016-02-13 10:00:00
10520,群馬県邑楽郡,2016-02-13 10:00:00,2016-02-13 10:00:00
10521,群馬県邑楽郡板倉町,2016-02-13 10:00:00,2016-02-13 10:00:00
10522,群馬県邑楽郡明和町,2016-02-13 10:00:00,2016-02-13 10:00:00
10523,群馬県邑楽郡千代田町,2016-02-13 10:00:00,2016-02-13 10:00:00
10524,群馬県邑楽郡大泉町,2016-02-13 10:00:00,2016-02-13 10:00:00
10525,群馬県邑楽郡邑楽町,2016-02-13 10:00:00,2016-02-13 10:00:00
11000,埼玉県,2016-02-13 10:00:00,2016-02-13 10:00:00
11100,埼玉県さいたま市,2016-02-13 10:00:00,2016-02-13 10:00:00
11101,埼玉県さいたま市西区,2016-02-13 10:00:00,2016-02-13 10:00:00
11102,埼玉県さいたま市北区,2016-02-13 10:00:00,2016-02-13 10:00:00
11103,埼玉県さいたま市大宮区,2016-02-13 10:00:00,2016-02-13 10:00:00
11104,埼玉県さいたま市見沼区,2016-02-13 10:00:00,2016-02-13 10:00:00
11105,埼玉県さいたま市中央区,2016-02-13 10:00:00,2016-02-13 10:00:00
11106,埼玉県さいたま市桜区,2016-02-13 10:00:00,2016-02-13 10:00:00
11107,埼玉県さいたま市浦和区,2016-02-13 10:00:00,2016-02-13 10:00:00
11108,埼玉県さいたま市南区,2016-02-13 10:00:00,2016-02-13 10:00:00
11109,埼玉県さいたま市緑区,2016-02-13 10:00:00,2016-02-13 10:00:00
11110,埼玉県さいたま市岩槻区,2016-02-13 10:00:00,2016-02-13 10:00:00
11201,埼玉県川越市,2016-02-13 10:00:00,2016-02-13 10:00:00
11202,埼玉県熊谷市,2016-02-13 10:00:00,2016-02-13 10:00:00
11203,埼玉県川口市,2016-02-13 10:00:00,2016-02-13 10:00:00
11206,埼玉県行田市,2016-02-13 10:00:00,2016-02-13 10:00:00
11207,埼玉県秩父市,2016-02-13 10:00:00,2016-02-13 10:00:00
11208,埼玉県所沢市,2016-02-13 10:00:00,2016-02-13 10:00:00
11209,埼玉県飯能市,2016-02-13 10:00:00,2016-02-13 10:00:00
11210,埼玉県加須市,2016-02-13 10:00:00,2016-02-13 10:00:00
11211,埼玉県本庄市,2016-02-13 10:00:00,2016-02-13 10:00:00
11212,埼玉県東松山市,2016-02-13 10:00:00,2016-02-13 10:00:00
11214,埼玉県春日部市,2016-02-13 10:00:00,2016-02-13 10:00:00
11215,埼玉県狭山市,2016-02-13 10:00:00,2016-02-13 10:00:00
11216,埼玉県羽生市,2016-02-13 10:00:00,2016-02-13 10:00:00
11217,埼玉県鴻巣市,2016-02-13 10:00:00,2016-02-13 10:00:00
11218,埼玉県深谷市,2016-02-13 10:00:00,2016-02-13 10:00:00
11219,埼玉県上尾市,2016-02-13 10:00:00,2016-02-13 10:00:00
11221,埼玉県草加市,2016-02-13 10:00:00,2016-02-13 10:00:00
11222,埼玉県越谷市,2016-02-13 10:00:00,2016-02-13 10:00:00
11223,埼玉県蕨市,2016-02-13 10:00:00,2016-02-13 10:00:00
11224,埼玉県戸田市,2016-02-13 10:00:00,2016-02-13 10:00:00
11225,埼玉県入間市,2016-02-13 10:00:00,2016-02-13 10:00:00
11227,埼玉県朝霞市,2016-02-13 10:00:00,2016-02-13 10:00:00
11228,埼玉県志木市,2016-02-13 10:00:00,2016-02-13 10:00:00
11229,埼玉県和光市,2016-02-13 10:00:00,2016-02-13 10:00:00
11230,埼玉県新座市,2016-02-13 10:00:00,2016-02-13 10:00:00
11231,埼玉県桶川市,2016-02-13 10:00:00,2016-02-13 10:00:00
11232,埼玉県久喜市,2016-02-13 10:00:00,2016-02-13 10:00:00
11233,埼玉県北本市,2016-02-13 10:00:00,2016-02-13 10:00:00
11234,埼玉県八潮市,2016-02-13 10:00:00,2016-02-13 10:00:00
11235,埼玉県富士見市,2016-02-13 10:00:00,2016-02-13 10:00:00
11237,埼玉県三郷市,2016-02-13 10:00:00,2016-02-13 10:00:00
11238,埼玉県蓮田市,2016-02-13 10:00:00,2016-02-13 10:00:00
