郵便番号, 地域区分ID, (旧)郵便番号, 都道府県名(よみ), 市区町村名(よみ), 町域名(よみ), 都道府県名, 市区町村名, 町域名, 一町域が二以上の郵便番号で表される場合の表示, 小字毎に番地が起番されている町域の表示, 丁目を有する町域の場合の表示, 一つの郵便番号で二以上の町域を表す場合の表示, 更新の表示, 変更理由, 登録日, 修正日
post_id, region_id, post_id_old, state_re, cities_re, town_re, state, cities, town,more_info1,more_info2,more_info3,more_info4,more_info5,more_info6, create_on, modify_on
8060036,40109,806,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾆｼﾏｶﾞﾘﾏﾁ,福岡県,北九州市八幡西区,西曲里町,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8071262,40109,80712,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾉﾌﾞ,福岡県,北九州市八幡西区,野面,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8070831,40109,807,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾉﾘﾏﾂ,福岡県,北九州市八幡西区,則松,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8070837,40109,807,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾉﾘﾏﾂﾋｶﾞｼ,福岡県,北九州市八幡西区,則松東,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8060059,40109,806,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾊｷﾞﾜﾗ,福岡県,北九州市八幡西区,萩原,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8071124,40109,80711,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾊﾀ,福岡県,北九州市八幡西区,畑,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8071136,40109,80711,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾊﾞﾊﾞﾔﾏ,福岡県,北九州市八幡西区,馬場山,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8071135,40109,80711,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾊﾞﾊﾞﾔﾏﾊﾗ,福岡県,北九州市八幡西区,馬場山原,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8071131,40109,80711,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾊﾞﾊﾞﾔﾏﾋｶﾞｼ,福岡県,北九州市八幡西区,馬場山東,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8071132,40109,80711,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾊﾞﾊﾞﾔﾏﾆｼ,福岡県,北九州市八幡西区,馬場山西,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8071133,40109,80711,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾊﾞﾊﾞﾔﾏﾐﾄﾞﾘ,福岡県,北九州市八幡西区,馬場山緑,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8071122,40109,80711,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾋｶﾞｼｲｼｻﾞｶﾏﾁ,福岡県,北九州市八幡西区,東石坂町,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8060037,40109,806,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾋｶﾞｼｵｳｼﾞﾏﾁ,福岡県,北九州市八幡西区,東王子町,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8070835,40109,807,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾋｶﾞｼｵﾘｵﾏﾁ,福岡県,北九州市八幡西区,東折尾町,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8060014,40109,806,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾋｶﾞｼｶﾜｶﾞｼﾗﾏﾁ,福岡県,北九州市八幡西区,東川頭町,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8060025,40109,806,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾋｶﾞｼｶﾝﾊﾞﾗﾏﾁ,福岡県,北九州市八幡西区,東神原町,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8060051,40109,806,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾋｶﾞｼﾅﾙﾐｽﾞ,福岡県,北九州市八幡西区,東鳴水,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8060002,40109,806,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾋｶﾞｼﾊﾏﾏﾁ,福岡県,北九州市八幡西区,東浜町,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8060035,40109,806,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾋｶﾞｼﾏｶﾞﾘﾏﾁ,福岡県,北九州市八幡西区,東曲里町,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8060067,40109,806,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾋｷﾉ,福岡県,北九州市八幡西区,引野,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8060048,40109,806,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾋｸﾞﾁﾏﾁ,福岡県,北九州市八幡西区,樋口町,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8070866,40109,807,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾋﾖｼﾀﾞｲ,福岡県,北九州市八幡西区,日吉台,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8060018,40109,806,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾋﾗｵﾏﾁ,福岡県,北九州市八幡西区,平尾町,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8060022,40109,806,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾌｼﾞﾀ,福岡県,北九州市八幡西区,藤田,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8070873,40109,807,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾌｼﾞﾜﾗ,福岡県,北九州市八幡西区,藤原,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8071111,40109,80711,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾌﾅｺｼ,福岡県,北九州市八幡西区,船越,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8060005,40109,806,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾌﾅﾏﾁ,福岡県,北九州市八幡西区,舟町,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8060068,40109,806,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾍﾞｯｼｮﾏﾁ,福岡県,北九州市八幡西区,別所町,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8060062,40109,806,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾍﾞｯﾄｳﾏﾁ,福岡県,北九州市八幡西区,別当町,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8070857,40109,807,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾎｸﾁｸ,福岡県,北九州市八幡西区,北筑,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8071264,40109,80712,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾎｼｶﾞｵｶ,福岡県,北九州市八幡西区,星ケ丘,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8070861,40109,807,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾎﾘｶﾜﾏﾁ,福岡県,北九州市八幡西区,堀川町,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8070801,40109,807,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾎﾝｼﾞｮｳ,福岡県,北九州市八幡西区,本城,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8070807,40109,807,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾎﾝｼﾞｮｳｶﾞｯｹﾝﾀﾞｲ,福岡県,北九州市八幡西区,本城学研台,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8070815,40109,807,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾎﾝｼﾞｮｳﾋｶﾞｼ,福岡県,北九州市八幡西区,本城東,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8070073,40109,806,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾏﾁｺｳｼﾞｬｸﾋｶﾞｼ,福岡県,北九州市八幡西区,町上津役東,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8070074,40109,806,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾏﾁｺｳｼﾞｬｸﾆｼ,福岡県,北九州市八幡西区,町上津役西,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8070841,40109,807,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾏﾄﾊﾞﾏﾁ,福岡県,北九州市八幡西区,的場町,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8071144,40109,80711,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾏﾅｺﾞ,福岡県,北九州市八幡西区,真名子,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8070826,40109,807,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾏﾙｵﾏﾁ,福岡県,北九州市八幡西区,丸尾町,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8070878,40109,807,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾐﾂｶﾞｼﾗ,福岡県,北九州市八幡西区,三ツ頭,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8070805,40109,807,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾐﾂｻﾀﾞﾀﾞｲ,福岡県,北九州市八幡西区,光貞台,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8060038,40109,806,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾐﾅﾐｵｳｼﾞﾏﾁ,福岡県,北九州市八幡西区,南王子町,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8070833,40109,807,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾐﾅﾐﾀｶﾐﾏﾁ,福岡県,北九州市八幡西区,南鷹見町,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8060024,40109,806,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾐﾅﾐﾔﾁﾖﾏﾁ,福岡県,北九州市八幡西区,南八千代町,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8070847,40109,807,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾐﾊﾗﾏﾁ,福岡県,北九州市八幡西区,美原町,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8070865,40109,807,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾐﾖｼﾉﾏﾁ,福岡県,北九州市八幡西区,美吉野町,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8071115,40109,80711,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾑｸｴﾀﾞ,福岡県,北九州市八幡西区,椋枝,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8060015,40109,806,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾓﾄｼﾛﾏﾁ,福岡県,北九州市八幡西区,元城町,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8060046,40109,806,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾓﾘｼﾀﾏﾁ,福岡県,北九州市八幡西区,森下町,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8060006,40109,806,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾔｼｷ,福岡県,北九州市八幡西区,屋敷,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8060023,40109,806,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾔﾁﾖﾏﾁ,福岡県,北九州市八幡西区,八千代町,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8070856,40109,807,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾔﾂｴ,福岡県,北九州市八幡西区,八枝,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8060030,40109,806,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾔﾏﾃﾞﾗﾏﾁ,福岡県,北九州市八幡西区,山寺町,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8070813,40109,807,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾕｳﾊﾞﾙﾏﾁ,福岡県,北九州市八幡西区,夕原町,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8060065,40109,806,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾖｳﾌｸｼﾞﾏﾁ,福岡県,北九州市八幡西区,養福寺町,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8070802,40109,807,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾘｷﾏﾙﾏﾁ,福岡県,北九州市八幡西区,力丸町,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8060066,40109,806,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾜｶﾊﾞ,福岡県,北九州市八幡西区,若葉,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8060064,40109,806,ﾌｸｵｶｹﾝ,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ,ﾜﾘｺｶﾞﾜ,福岡県,北九州市八幡西区,割子川,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8130000,40131,813,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ｲｶﾆｹｲｻｲｶﾞﾅｲﾊﾞｱｲ,福岡県,福岡市東区,以下に掲載がない場合,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8130025,40131,813,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ｱｵﾊﾞ,福岡県,福岡市東区,青葉,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8110322,40131,81103,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ｵｵﾀｹ,福岡県,福岡市東区,大岳,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8120052,40131,812,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ｶｲﾂﾞｶﾀﾞﾝﾁ,福岡県,福岡市東区,貝塚団地,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8130011,40131,813,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ｶｼｲ,福岡県,福岡市東区,香椎,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8130013,40131,813,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ｶｼｲｴｷﾏｴ,福岡県,福岡市東区,香椎駅前,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8130012,40131,813,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ｶｼｲｴｷﾋｶﾞｼ,福岡県,福岡市東区,香椎駅東,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8130014,40131,813,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ｶｼｲﾀﾞｲ,福岡県,福岡市東区,香椎台,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8130015,40131,813,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ｶｼｲﾀﾞﾝﾁ,福岡県,福岡市東区,香椎団地,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8130017,40131,813,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ｶｼｲﾃﾘﾊ,福岡県,福岡市東区,香椎照葉,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8130016,40131,813,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ｶｼｲﾊﾏ,福岡県,福岡市東区,香椎浜,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8130018,40131,813,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ｶｼｲﾊﾏﾌﾄｳ,福岡県,福岡市東区,香椎浜ふ頭,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8130003,40131,813,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ｶｽﾐｶﾞｵｶ,福岡県,福岡市東区,香住ケ丘,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8110325,40131,81103,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ｶﾂﾏ,福岡県,福岡市東区,勝馬,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8130023,40131,813,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ｶﾏﾀ,福岡県,福岡市東区,蒲田,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8110216,40131,81102,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ｶﾐﾜｼﾞﾛ,福岡県,福岡市東区,上和白,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8110206,40131,81102,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ｶﾞﾝﾉｽ,福岡県,福岡市東区,雁の巣,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8120069,40131,812,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ｺﾞｳｸﾞﾁﾏﾁ,福岡県,福岡市東区,郷口町,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8110321,40131,81103,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ｻｲﾄｻﾞｷ,福岡県,福岡市東区,西戸崎,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8110203,40131,81102,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ｼｵﾊﾏ,福岡県,福岡市東区,塩浜,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8110323,40131,81103,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ｼｶｼﾏ,福岡県,福岡市東区,志賀島,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8130002,40131,813,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ｼﾓﾊﾞﾙ,福岡県,福岡市東区,下原,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8120068,40131,812,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ｼｬﾘｮｳ,福岡県,福岡市東区,社領,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8130045,40131,813,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ｼﾛﾊﾏﾀﾞﾝﾁ,福岡県,福岡市東区,城浜団地,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8110215,40131,81102,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ﾀｶﾐﾀﾞｲ,福岡県,福岡市東区,高美台,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8130033,40131,813,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ﾀﾀﾗ,福岡県,福岡市東区,多々良,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8130034,40131,813,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ﾀﾉﾂ,福岡県,福岡市東区,多の津,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8130044,40131,813,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ﾁﾊﾔ,福岡県,福岡市東区,千早,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8130032,40131,813,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ﾄﾞｲ,福岡県,福岡市東区,土井,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8130001,40131,813,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ﾄｳﾉﾊﾙ,福岡県,福岡市東区,唐原,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8130024,40131,813,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ﾅｺﾞ,福岡県,福岡市東区,名子,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8130043,40131,813,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ﾅｼﾞﾏ,福岡県,福岡市東区,名島,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8110204,40131,81102,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ﾅﾀ,福岡県,福岡市東区,奈多,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8110205,40131,81102,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ﾅﾀﾀﾞﾝﾁ,福岡県,福岡市東区,奈多団地,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8120053,40131,812,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ﾊｺｻﾞｷ,福岡県,福岡市東区,箱崎,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8120051,40131,812,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ﾊｺｻﾞｷﾌﾄｳ,福岡県,福岡市東区,箱崎ふ頭,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8120061,40131,812,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ﾊｺﾏﾂ,福岡県,福岡市東区,筥松,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8120067,40131,812,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ﾊｺﾏﾂｼﾝﾏﾁ,福岡県,福岡市東区,筥松新町,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8130031,40131,813,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ﾊｯﾀ,福岡県,福岡市東区,八田,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8120063,40131,812,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ﾊﾗﾀﾞ,福岡県,福岡市東区,原田,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8120055,40131,812,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ﾋｶﾞｼﾊﾏ,福岡県,福岡市東区,東浜,0,0,1,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
8110324,40131,81103,ﾌｸｵｶｹﾝ,ﾌｸｵｶｼﾋｶﾞｼｸ,ﾋﾛ,福岡県,福岡市東区,弘,0,0,0,0,0,0,2016-02-13 10:00:00,2016-02-13 10:00:00
